,id,Yield
1498,75549,9.22
1499,75550,5.35
1500,75551,9.68
1501,75552,4.14
1502,75553,6.4
1503,75554,10.26
1504,75555,14.15
1505,75556,4.14
1506,75557,9.58
1507,75558,10.69
1508,75559,11.75
1509,75560,10.26
1510,75561,9.64
1511,75562,13.77
1512,75563,10.45
1513,75564,13.4
1514,75565,12.76
1515,75566,9.23
1516,75567,6.84
1517,75568,10.69
1518,75569,12.95
1519,75570,9.99
1520,75571,6.84
1521,75572,12.3
1522,75573,9.47
1523,75574,10.69
1524,75575,7.58
1525,75576,6.78
1526,75577,6.6
1527,75578,11.15
1528,75579,5.98
1529,75580,8.35
1530,75581,9.95
1531,75582,7.68
1532,75583,11.56
1533,75584,13.17
1534,75585,11.69
1535,75586,6.33
1536,75587,9.54
1537,75588,12.43
1538,75589,5.65
1539,75590,12.64
1540,75591,12.41
1541,75592,12.89
1542,75593,9.54
1543,75594,5.5
1544,75595,9.54
1545,75596,9.28
1546,75597,11.01
1547,75598,10.9
1548,75599,6.11
1549,75600,6.79
1550,75601,10.31
1551,75602,6.79
1552,75603,8.58
1553,75604,13.18
1554,75605,14.13
1555,75606,6.4
1556,75607,11.49
1557,75608,10.93
1558,75609,9.47
1559,75610,10.3
1560,75611,13.4
1561,75612,9.93
1562,75613,10.85
1563,75614,12.1
1564,75615,8.89
1565,75616,7.47
1566,75617,9.6
1567,75618,9.8
1568,75619,9.3
1569,75620,10.69
1570,75621,7.58
1571,75622,16.21
1572,75623,12.56
1573,75624,12.01
1574,75625,11.84
1575,75626,10.69
1576,75627,11.75
1577,75628,10.51
1578,75629,9.52
1579,75630,6.84
1580,75631,13.4
1581,75632,13.15
1582,75633,9.16
1583,75634,10.54
1584,75635,9.71
1585,75636,9.22
1586,75637,9.2
1587,75638,12.68
1588,75639,9.8
1589,75640,8.35
1590,75641,8.57
1591,75642,7.47
1592,75643,5.91
1593,75644,9.54
1594,75645,10.62
1595,75646,10.93
1596,75647,5.17
1597,75648,12.48
1598,75649,12.21
1599,75650,9.22
1600,75651,11.12
1601,75652,11.3
1602,75653,10.64
1603,75654,8.89
1604,75655,9.76
1605,75656,6.08
1606,75657,10.74
1607,75658,11.02
1608,75659,10.79
1609,75660,5.65
1610,75661,12.01
1611,75662,9.16
1612,75663,9.47
1613,75664,8.89
1614,75665,9.01
1615,75666,8.96
1616,75667,9.88
1617,75668,8.19
1618,75669,10.51
1619,75670,9.73
1620,75671,6.84
1621,75672,10.31
1622,75673,10.31
1623,75674,14.23
1624,75675,9.73
1625,75676,10.69
1626,75677,14.03
1627,75678,7.07
1628,75679,9.83
1629,75680,10.46
1630,75681,11.02
1631,75682,9.93
1632,75683,11.15
1633,75684,10.31
1634,75685,9.04
1635,75686,9.54
1636,75687,10.69
1637,75688,11.01
1638,75689,7.95
1639,75690,10.98
1640,75691,9.45
1641,75692,10.77
1642,75693,11.96
1643,75694,9.89
1644,75695,10.33
1645,75696,7.68
1646,75697,9.34
1647,75698,12.22
1648,75699,10.31
1649,75700,11.01
1650,75701,10.69
1651,75702,14.75
1652,75703,11.82
1653,75704,15.68
1654,75705,10.26
1655,75706,4.83
1656,75707,8.53
1657,75708,9.01
1658,75709,10.31
1659,75710,9.65
1660,75711,11.28
1661,75712,9.65
1662,75713,9.54
1663,75714,6.33
1664,75715,8.83
1665,75716,10.83
1666,75717,11.75
1667,75718,9.54
1668,75719,10.85
1669,75720,6.79
1670,75721,7.68
1671,75722,11.16
1672,75723,11.96
1673,75724,14.58
1674,75725,6.79
1675,75726,16.06
1676,75727,9.54
1677,75728,11.84
1678,75729,14.03
1679,75730,9.54
1680,75731,4.14
1681,75732,7.68
1682,75733,12.3
1683,75734,5.61
1684,75735,9.04
1685,75736,12.09
1686,75737,10.31
1687,75738,6.79
1688,75739,6.4
1689,75740,10.31
1690,75741,7.68
1691,75742,14.21
1692,75743,7.47
1693,75744,10.31
1694,75745,8.49
1695,75746,13.72
1696,75747,12.01
1697,75748,9.93
1698,75749,10.76
1699,75750,6.84
1700,75751,16.17
1701,75752,4.31
1702,75753,11.3
1703,75754,6.84
1704,75755,12.09
1705,75756,11.12
1706,75757,11.0
1707,75758,11.02
1708,75759,4.84
1709,75760,13.4
1710,75761,12.73
1711,75762,6.08
1712,75763,13.4
1713,75764,8.42
1714,75765,9.6
1715,75766,6.21
1716,75767,10.85
1717,75768,6.4
1718,75769,10.35
1719,75770,6.84
1720,75771,12.66
1721,75772,11.38
1722,75773,15.68
1723,75774,15.01
1724,75775,11.08
1725,75776,9.96
1726,75777,9.81
1727,75778,9.54
1728,75779,8.96
1729,75780,11.32
1730,75781,8.89
1731,75782,9.37
1732,75783,11.75
1733,75784,11.46
1734,75785,11.01
1735,75786,11.68
1736,75787,6.33
1737,75788,10.81
1738,75789,7.47
1739,75790,10.31
1740,75791,9.38
1741,75792,10.94
1742,75793,9.8
1743,75794,6.25
1744,75795,10.62
1745,75796,10.51
1746,75797,9.54
1747,75798,6.21
1748,75799,9.22
1749,75800,8.35
1750,75801,9.28
1751,75802,9.85
1752,75803,9.93
1753,75804,8.69
1754,75805,12.34
1755,75806,12.09
1756,75807,9.54
1757,75808,12.66
1758,75809,12.44
1759,75810,6.84
1760,75811,16.11
1761,75812,9.3
1762,75813,7.68
1763,75814,9.93
1764,75815,14.12
1765,75816,12.66
1766,75817,9.06
1767,75818,12.03
1768,75819,11.98
1769,75820,11.21
1770,75821,9.93
1771,75822,10.31
1772,75823,7.68
1773,75824,14.92
1774,75825,9.93
1775,75826,9.6
1776,75827,12.19
1777,75828,9.54
1778,75829,7.47
1779,75830,9.67
1780,75831,4.56
1781,75832,6.32
1782,75833,7.68
1783,75834,12.64
1784,75835,7.68
1785,75836,11.28
1786,75837,13.92
1787,75838,10.94
1788,75839,9.01
1789,75840,6.79
1790,75841,9.45
1791,75842,11.25
1792,75843,8.86
1793,75844,9.33
1794,75845,11.95
1795,75846,9.33
1796,75847,10.31
1797,75848,11.72
1798,75849,9.8
1799,75850,6.79
1800,75851,11.82
1801,75852,7.47
1802,75853,11.36
1803,75854,9.04
1804,75855,6.46
1805,75856,7.58
1806,75857,10.35
1807,75858,10.97
1808,75859,6.84
1809,75860,11.52
1810,75861,10.86
1811,75862,8.4
1812,75863,11.82
1813,75864,7.47
1814,75865,6.84
1815,75866,6.33
1816,75867,10.93
1817,75868,6.84
1818,75869,9.54
1819,75870,8.03
1820,75871,5.34
1821,75872,11.36
1822,75873,11.82
1823,75874,12.93
1824,75875,10.07
1825,75876,9.97
1826,75877,11.74
1827,75878,10.57
1828,75879,15.69
1829,75880,7.68
1830,75881,9.33
1831,75882,9.47
1832,75883,9.93
1833,75884,10.3
1834,75885,10.31
1835,75886,10.74
1836,75887,12.11
1837,75888,10.86
1838,75889,6.84
1839,75890,6.84
1840,75891,7.47
1841,75892,6.84
1842,75893,8.89
1843,75894,10.9
1844,75895,6.25
1845,75896,6.84
1846,75897,12.83
1847,75898,9.27
1848,75899,9.92
1849,75900,6.4
1850,75901,11.21
1851,75902,5.98
1852,75903,8.89
1853,75904,12.64
1854,75905,9.93
1855,75906,11.39
1856,75907,10.52
1857,75908,9.57
1858,75909,11.73
1859,75910,10.31
1860,75911,10.9
1861,75912,9.37
1862,75913,8.89
1863,75914,9.45
1864,75915,10.76
1865,75916,10.72
1866,75917,8.54
1867,75918,7.47
1868,75919,6.84
1869,75920,10.45
1870,75921,9.93
1871,75922,6.6
1872,75923,11.02
1873,75924,11.49
1874,75925,9.65
1875,75926,9.94
1876,75927,9.74
1877,75928,10.51
1878,75929,8.03
1879,75930,8.58
1880,75931,10.9
1881,75932,6.4
1882,75933,5.35
1883,75934,11.49
1884,75935,12.97
1885,75936,8.95
1886,75937,10.64
1887,75938,13.17
1888,75939,10.85
1889,75940,9.1
1890,75941,11.05
1891,75942,16.65
1892,75943,8.54
1893,75944,12.17
1894,75945,7.58
1895,75946,6.84
1896,75947,5.12
1897,75948,6.79
1898,75949,16.11
1899,75950,10.31
1900,75951,11.07
1901,75952,4.45
1902,75953,12.76
1903,75954,8.19
1904,75955,12.01
1905,75956,11.02
1906,75957,10.4
1907,75958,7.68
1908,75959,11.84
1909,75960,7.68
1910,75961,11.18
1911,75962,11.55
1912,75963,12.97
1913,75964,12.43
1914,75965,10.31
1915,75966,12.7
1916,75967,11.22
1917,75968,4.28
1918,75969,12.61
1919,75970,10.31
1920,75971,6.25
1921,75972,9.83
1922,75973,9.75
1923,75974,10.31
1924,75975,11.28
1925,75976,11.12
1926,75977,10.76
1927,75978,9.89
1928,75979,9.27
1929,75980,10.48
1930,75981,11.12
1931,75982,12.34
1932,75983,12.37
1933,75984,9.54
1934,75985,5.61
1935,75986,9.44
1936,75987,9.52
1937,75988,9.12
1938,75989,6.84
1939,75990,10.69
1940,75991,10.45
1941,75992,8.62
1942,75993,12.85
1943,75994,9.04
1944,75995,11.12
1945,75996,6.46
1946,75997,11.15
1947,75998,10.31
1948,75999,7.68
1949,76000,13.15
1950,76001,15.92
1951,76002,11.0
1952,76003,10.15
1953,76004,13.51
1954,76005,9.89
1955,76006,9.65
1956,76007,8.19
1957,76008,9.93
1958,76009,9.47
1959,76010,8.49
1960,76011,12.43
1961,76012,10.6
1962,76013,11.01
1963,76014,10.44
1964,76015,10.69
1965,76016,10.69
1966,76017,12.73
1967,76018,6.84
1968,76019,9.01
1969,76020,10.85
1970,76021,10.0
1971,76022,10.45
1972,76023,14.02
1973,76024,9.6
1974,76025,7.47
1975,76026,13.15
1976,76027,12.83
1977,76028,9.39
1978,76029,12.26
1979,76030,9.68
1980,76031,10.15
1981,76032,9.3
1982,76033,10.31
1983,76034,10.44
1984,76035,5.62
1985,76036,12.76
1986,76037,7.47
1987,76038,12.05
1988,76039,9.85
1989,76040,6.46
1990,76041,12.01
1991,76042,7.69
1992,76043,7.98
1993,76044,7.68
1994,76045,6.03
1995,76046,6.33
1996,76047,6.79
1997,76048,10.86
1998,76049,14.04
1999,76050,10.98
2000,76051,9.3
2001,76052,6.25
2002,76053,8.54
2003,76054,4.68
2004,76055,9.92
2005,76056,9.93
2006,76057,9.68
2007,76058,7.47
2008,76059,11.09
2009,76060,4.77
2010,76061,13.84
2011,76062,10.45
2012,76063,9.89
2013,76064,6.21
2014,76065,8.86
2015,76066,9.97
2016,76067,9.27
2017,76068,9.65
2018,76069,11.0
2019,76070,9.71
2020,76071,9.88
2021,76072,9.33
2022,76073,9.23
2023,76074,11.89
2024,76075,11.55
2025,76076,8.96
2026,76077,7.47
2027,76078,10.31
2028,76079,9.73
2029,76080,9.76
2030,76081,8.03
2031,76082,9.78
2032,76083,10.15
2033,76084,10.97
2034,76085,11.48
2035,76086,10.85
2036,76087,6.4
2037,76088,9.88
2038,76089,10.48
2039,76090,11.55
2040,76091,10.97
2041,76092,10.18
2042,76093,10.71
2043,76094,14.46
2044,76095,11.16
2045,76096,9.22
2046,76097,9.54
2047,76098,5.61
2048,76099,10.32
2049,76100,10.39
2050,76101,9.57
2051,76102,8.95
2052,76103,9.54
2053,76104,7.95
2054,76105,11.14
2055,76106,10.98
2056,76107,8.52
2057,76108,10.9
2058,76109,8.74
2059,76110,12.27
2060,76111,9.6
2061,76112,14.03
2062,76113,11.14
2063,76114,10.31
2064,76115,7.32
2065,76116,11.12
2066,76117,7.47
2067,76118,6.84
2068,76119,11.13
2069,76120,8.24
2070,76121,6.46
2071,76122,5.98
2072,76123,14.03
2073,76124,10.31
2074,76125,7.47
2075,76126,12.96
2076,76127,9.47
2077,76128,8.19
2078,76129,13.62
2079,76130,10.69
2080,76131,11.74
2081,76132,11.0
2082,76133,11.89
2083,76134,4.96
2084,76135,9.92
2085,76136,4.22
2086,76137,10.98
2087,76138,12.91
2088,76139,7.68
2089,76140,4.14
2090,76141,10.9
2091,76142,9.89
2092,76143,9.54
2093,76144,9.88
2094,76145,6.79
2095,76146,9.93
2096,76147,9.12
2097,76148,8.87
2098,76149,7.58
2099,76150,10.45
2100,76151,8.04
2101,76152,11.14
2102,76153,6.73
2103,76154,10.46
2104,76155,12.26
2105,76156,10.31
2106,76157,9.6
2107,76158,6.73
2108,76159,14.67
2109,76160,12.95
2110,76161,11.88
2111,76162,15.71
2112,76163,9.04
2113,76164,10.69
2114,76165,9.01
2115,76166,12.1
2116,76167,11.19
2117,76168,5.47
2118,76169,11.0
2119,76170,7.58
2120,76171,7.58
2121,76172,12.53
2122,76173,11.21
2123,76174,12.83
2124,76175,8.4
2125,76176,12.91
2126,76177,9.04
2127,76178,10.85
2128,76179,9.88
2129,76180,11.47
2130,76181,11.19
2131,76182,12.37
2132,76183,4.22
2133,76184,10.31
2134,76185,15.0
2135,76186,10.83
2136,76187,7.47
2137,76188,11.02
2138,76189,10.97
2139,76190,5.35
2140,76191,5.61
2141,76192,4.83
2142,76193,11.12
2143,76194,14.32
2144,76195,8.96
2145,76196,7.47
2146,76197,8.19
2147,76198,9.84
2148,76199,11.75
2149,76200,8.53
2150,76201,9.54
2151,76202,9.52
2152,76203,12.44
2153,76204,10.07
2154,76205,11.3
2155,76206,10.69
2156,76207,5.5
2157,76208,8.35
2158,76209,11.84
2159,76210,9.54
2160,76211,9.04
2161,76212,13.51
2162,76213,10.31
2163,76214,6.33
2164,76215,13.4
2165,76216,11.74
2166,76217,5.57
2167,76218,6.73
2168,76219,11.28
2169,76220,12.01
2170,76221,10.48
2171,76222,10.31
2172,76223,11.12
2173,76224,11.02
2174,76225,9.71
2175,76226,10.3
2176,76227,7.47
2177,76228,7.47
2178,76229,7.95
2179,76230,12.42
2180,76231,9.54
2181,76232,11.15
2182,76233,5.41
2183,76234,11.69
2184,76235,13.38
2185,76236,11.3
2186,76237,10.93
2187,76238,10.45
2188,76239,13.64
2189,76240,10.45
2190,76241,12.52
2191,76242,10.77
2192,76243,9.02
2193,76244,10.51
2194,76245,7.58
2195,76246,6.25
2196,76247,9.89
2197,76248,4.82
2198,76249,13.87
2199,76250,9.22
2200,76251,9.47
2201,76252,11.12
2202,76253,10.46
2203,76254,5.01
2204,76255,10.69
2205,76256,9.33
2206,76257,10.9
2207,76258,10.31
2208,76259,7.68
2209,76260,10.54
2210,76261,10.9
2211,76262,8.35
2212,76263,11.01
2213,76264,10.45
2214,76265,14.49
2215,76266,11.82
2216,76267,9.22
2217,76268,4.91
2218,76269,9.61
2219,76270,8.57
2220,76271,11.36
2221,76272,11.0
2222,76273,7.68
2223,76274,7.47
2224,76275,6.08
2225,76276,9.71
2226,76277,12.01
2227,76278,14.24
2228,76279,13.39
2229,76280,10.31
2230,76281,9.54
2231,76282,11.16
2232,76283,8.89
2233,76284,9.93
2234,76285,4.77
2235,76286,9.8
2236,76287,9.37
2237,76288,13.25
2238,76289,12.46
2239,76290,9.06
2240,76291,13.09
2241,76292,12.3
2242,76293,11.02
2243,76294,9.88
2244,76295,10.76
2245,76296,11.78
2246,76297,11.98
2247,76298,12.09
2248,76299,11.32
2249,76300,7.47
2250,76301,11.01
2251,76302,10.45
2252,76303,9.71
2253,76304,10.27
2254,76305,8.52
2255,76306,11.92
2256,76307,11.36
2257,76308,11.82
2258,76309,8.4
2259,76310,14.12
2260,76311,8.57
2261,76312,14.75
2262,76313,6.84
2263,76314,11.16
2264,76315,6.84
2265,76316,10.56
2266,76317,13.62
2267,76318,10.8
2268,76319,15.05
2269,76320,12.01
2270,76321,5.53
2271,76322,10.31
2272,76323,12.09
2273,76324,14.28
2274,76325,7.79
2275,76326,8.54
2276,76327,11.82
2277,76328,11.28
2278,76329,13.62
2279,76330,10.45
2280,76331,13.69
2281,76332,6.84
2282,76333,7.47
2283,76334,7.47
2284,76335,8.46
2285,76336,10.4
2286,76337,9.54
2287,76338,8.88
2288,76339,7.47
2289,76340,8.89
2290,76341,6.84
2291,76342,11.84
2292,76343,8.62
2293,76344,14.45
2294,76345,9.33
2295,76346,8.57
2296,76347,6.73
2297,76348,10.3
2298,76349,9.27
2299,76350,6.33
2300,76351,9.8
2301,76352,6.84
2302,76353,7.58
2303,76354,10.85
2304,76355,6.84
2305,76356,11.72
2306,76357,11.15
2307,76358,10.94
2308,76359,6.84
2309,76360,12.42
2310,76361,6.4
2311,76362,11.28
2312,76363,9.54
2313,76364,7.68
2314,76365,10.09
2315,76366,11.05
2316,76367,8.97
2317,76368,10.85
2318,76369,8.3
2319,76370,7.58
2320,76371,9.6
2321,76372,15.68
2322,76373,12.09
2323,76374,10.69
2324,76375,7.68
2325,76376,11.75
2326,76377,9.04
2327,76378,9.3
2328,76379,10.06
2329,76380,9.47
2330,76381,5.39
2331,76382,10.69
2332,76383,7.68
2333,76384,9.89
2334,76385,9.54
2335,76386,9.6
2336,76387,10.31
2337,76388,6.79
2338,76389,9.92
2339,76390,6.4
2340,76391,6.84
2341,76392,10.9
2342,76393,8.89
2343,76394,13.83
2344,76395,11.36
2345,76396,9.3
2346,76397,9.65
2347,76398,14.04
2348,76399,9.49
2349,76400,9.38
2350,76401,10.69
2351,76402,13.46
2352,76403,13.25
2353,76404,11.95
2354,76405,6.25
2355,76406,12.8
2356,76407,10.98
2357,76408,9.65
2358,76409,9.8
2359,76410,6.84
2360,76411,7.79
2361,76412,11.75
2362,76413,8.4
2363,76414,14.83
2364,76415,8.09
2365,76416,11.14
2366,76417,11.14
2367,76418,10.8
2368,76419,11.84
2369,76420,10.69
2370,76421,6.84
2371,76422,10.38
2372,76423,8.47
2373,76424,8.04
2374,76425,16.11
2375,76426,11.74
2376,76427,9.6
2377,76428,8.57
2378,76429,8.51
2379,76430,8.62
2380,76431,10.31
2381,76432,7.95
2382,76433,9.97
2383,76434,10.45
2384,76435,9.93
2385,76436,7.79
2386,76437,9.54
2387,76438,9.6
2388,76439,10.32
2389,76440,11.66
2390,76441,7.58
2391,76442,9.94
2392,76443,14.23
2393,76444,10.9
2394,76445,8.33
2395,76446,6.33
2396,76447,16.13
2397,76448,12.42
2398,76449,13.17
2399,76450,11.02
2400,76451,9.2
2401,76452,9.47
2402,76453,9.47
2403,76454,11.02
2404,76455,10.69
2405,76456,9.77
2406,76457,7.47
2407,76458,6.21
2408,76459,10.51
2409,76460,12.01
2410,76461,10.31
2411,76462,4.24
2412,76463,10.9
2413,76464,11.01
2414,76465,11.12
2415,76466,6.84
2416,76467,11.74
2417,76468,8.89
2418,76469,7.68
2419,76470,10.93
2420,76471,13.15
2421,76472,12.0
2422,76473,5.71
2423,76474,9.93
2424,76475,11.75
2425,76476,13.4
2426,76477,9.47
2427,76478,9.54
2428,76479,7.68
2429,76480,8.04
2430,76481,10.98
2431,76482,9.27
2432,76483,9.27
2433,76484,9.89
2434,76485,12.42
2435,76486,8.54
2436,76487,5.98
2437,76488,9.22
2438,76489,8.79
2439,76490,10.3
2440,76491,9.92
2441,76492,10.31
2442,76493,7.58
2443,76494,8.35
2444,76495,7.47
2445,76496,6.84
2446,76497,7.79
2447,76498,10.51
2448,76499,11.02
2449,76500,7.68
2450,76501,8.57
2451,76502,6.46
2452,76503,8.35
2453,76504,11.71
2454,76505,8.62
2455,76506,11.3
2456,76507,11.01
2457,76508,9.73
2458,76509,11.84
2459,76510,9.33
2460,76511,14.55
2461,76512,9.88
2462,76513,6.21
2463,76514,12.01
2464,76515,9.57
2465,76516,9.84
2466,76517,8.19
2467,76518,10.69
2468,76519,12.2
2469,76520,7.79
2470,76521,15.58
2471,76522,11.54
2472,76523,11.28
2473,76524,9.53
2474,76525,9.37
2475,76526,10.31
2476,76527,10.26
2477,76528,11.02
2478,76529,7.47
2479,76530,11.43
2480,76531,12.25
2481,76532,9.77
2482,76533,9.87
2483,76534,9.84
2484,76535,9.31
2485,76536,10.31
2486,76537,8.53
2487,76538,14.46
2488,76539,11.74
2489,76540,9.47
2490,76541,12.56
2491,76542,14.49
2492,76543,10.86
2493,76544,6.73
2494,76545,9.92
2495,76546,9.27
2496,76547,9.48
2497,76548,6.84
2498,76549,12.53
2499,76550,10.31
2500,76551,13.17
2501,76552,8.57
2502,76553,12.34
2503,76554,10.99
2504,76555,12.44
2505,76556,11.32
2506,76557,13.99
2507,76558,9.21
2508,76559,10.69
2509,76560,12.53
2510,76561,12.67
2511,76562,7.95
2512,76563,9.27
2513,76564,11.14
2514,76565,9.58
2515,76566,6.46
2516,76567,9.77
2517,76568,11.84
2518,76569,9.85
2519,76570,10.32
2520,76571,7.47
2521,76572,6.25
2522,76573,10.9
2523,76574,6.73
2524,76575,13.85
2525,76576,12.67
2526,76577,9.47
2527,76578,11.84
2528,76579,6.84
2529,76580,5.56
2530,76581,6.84
2531,76582,14.03
2532,76583,9.9
2533,76584,11.18
2534,76585,13.69
2535,76586,7.58
2536,76587,8.68
2537,76588,7.58
2538,76589,12.8
2539,76590,5.29
2540,76591,13.15
2541,76592,6.84
2542,76593,8.83
2543,76594,9.22
2544,76595,12.01
2545,76596,8.89
2546,76597,10.74
2547,76598,10.9
2548,76599,9.22
2549,76600,11.02
2550,76601,14.03
2551,76602,10.23
2552,76603,6.33
2553,76604,10.31
2554,76605,8.4
2555,76606,10.31
2556,76607,7.47
2557,76608,11.75
2558,76609,12.28
2559,76610,15.28
2560,76611,6.84
2561,76612,10.31
2562,76613,11.75
2563,76614,9.3
2564,76615,8.62
2565,76616,7.68
2566,76617,7.47
2567,76618,11.19
2568,76619,11.88
2569,76620,9.18
2570,76621,10.41
2571,76622,4.04
2572,76623,9.54
2573,76624,9.6
2574,76625,10.31
2575,76626,10.85
2576,76627,12.09
2577,76628,6.25
2578,76629,9.33
2579,76630,9.6
2580,76631,9.44
2581,76632,6.84
2582,76633,12.47
2583,76634,10.02
2584,76635,13.4
2585,76636,7.31
2586,76637,10.26
2587,76638,10.31
2588,76639,10.31
2589,76640,11.01
2590,76641,11.41
2591,76642,12.17
2592,76643,10.53
2593,76644,10.18
2594,76645,10.86
2595,76646,10.69
2596,76647,12.43
2597,76648,8.89
2598,76649,10.85
2599,76650,8.52
2600,76651,12.91
2601,76652,11.75
2602,76653,7.47
2603,76654,11.95
2604,76655,6.33
2605,76656,8.89
2606,76657,7.68
2607,76658,9.8
2608,76659,10.31
2609,76660,8.95
2610,76661,12.83
2611,76662,8.41
2612,76663,6.67
2613,76664,14.13
2614,76665,10.31
2615,76666,6.25
2616,76667,9.88
2617,76668,10.69
2618,76669,9.47
2619,76670,10.41
2620,76671,7.47
2621,76672,13.33
2622,76673,11.01
2623,76674,9.71
2624,76675,9.4
2625,76676,10.69
2626,76677,8.01
2627,76678,9.37
2628,76679,6.84
2629,76680,10.64
2630,76681,9.46
2631,76682,10.97
2632,76683,10.31
2633,76684,12.13
2634,76685,7.47
2635,76686,11.56
2636,76687,9.27
2637,76688,7.58
2638,76689,10.31
2639,76690,12.55
2640,76691,9.01
2641,76692,9.54
2642,76693,10.97
2643,76694,8.19
2644,76695,11.02
2645,76696,10.97
2646,76697,11.55
2647,76698,11.12
2648,76699,4.14
2649,76700,7.68
2650,76701,9.47
2651,76702,9.92
2652,76703,10.74
2653,76704,8.07
2654,76705,13.55
2655,76706,10.69
2656,76707,10.31
2657,76708,4.14
2658,76709,7.95
2659,76710,12.34
2660,76711,8.93
2661,76712,11.14
2662,76713,11.68
2663,76714,9.47
2664,76715,7.47
2665,76716,9.22
2666,76717,9.88
2667,76718,9.93
2668,76719,7.58
2669,76720,12.19
2670,76721,12.01
2671,76722,11.01
2672,76723,7.58
2673,76724,7.95
2674,76725,7.68
2675,76726,10.23
2676,76727,11.05
2677,76728,9.04
2678,76729,12.09
2679,76730,6.6
2680,76731,11.84
2681,76732,8.87
2682,76733,9.54
2683,76734,9.54
2684,76735,9.93
2685,76736,9.54
2686,76737,12.52
2687,76738,10.64
2688,76739,13.17
2689,76740,11.12
2690,76741,7.58
2691,76742,13.15
2692,76743,11.82
2693,76744,12.53
2694,76745,11.14
2695,76746,6.33
2696,76747,9.93
2697,76748,14.12
2698,76749,9.8
2699,76750,12.83
2700,76751,8.19
2701,76752,4.2
2702,76753,9.37
2703,76754,9.95
2704,76755,6.67
2705,76756,8.49
2706,76757,10.67
2707,76758,9.04
2708,76759,11.31
2709,76760,9.92
2710,76761,9.54
2711,76762,12.09
2712,76763,11.7
2713,76764,12.34
2714,76765,12.7
2715,76766,7.63
2716,76767,9.85
2717,76768,15.48
2718,76769,9.71
2719,76770,11.87
2720,76771,9.12
2721,76772,5.53
2722,76773,14.55
2723,76774,10.08
2724,76775,9.27
2725,76776,14.51
2726,76777,9.33
2727,76778,12.01
2728,76779,10.69
2729,76780,7.47
2730,76781,10.08
2731,76782,13.71
2732,76783,8.99
2733,76784,10.32
2734,76785,4.65
2735,76786,12.34
2736,76787,9.93
2737,76788,7.47
2738,76789,10.97
2739,76790,7.95
2740,76791,8.94
2741,76792,10.46
2742,76793,11.3
2743,76794,5.53
2744,76795,6.4
2745,76796,11.14
2746,76797,11.82
2747,76798,4.41
2748,76799,10.64
2749,76800,9.92
2750,76801,11.12
2751,76802,9.42
2752,76803,10.45
2753,76804,12.7
2754,76805,6.4
2755,76806,11.84
2756,76807,11.02
2757,76808,9.4
2758,76809,9.89
2759,76810,11.0
2760,76811,9.25
2761,76812,10.97
2762,76813,7.68
2763,76814,9.47
2764,76815,14.46
2765,76816,14.51
2766,76817,11.03
2767,76818,12.96
2768,76819,16.74
2769,76820,9.93
2770,76821,9.47
2771,76822,6.79
2772,76823,10.69
2773,76824,7.79
2774,76825,10.8
2775,76826,6.25
2776,76827,9.16
2777,76828,13.51
2778,76829,9.87
2779,76830,16.97
2780,76831,9.64
2781,76832,12.78
2782,76833,13.83
2783,76834,10.25
2784,76835,13.03
2785,76836,6.4
2786,76837,11.7
2787,76838,6.4
2788,76839,6.79
2789,76840,13.4
2790,76841,9.3
2791,76842,10.26
2792,76843,6.84
2793,76844,9.37
2794,76845,6.03
2795,76846,14.02
2796,76847,12.21
2797,76848,9.54
2798,76849,13.4
2799,76850,9.92
2800,76851,9.97
2801,76852,11.74
2802,76853,6.73
2803,76854,10.31
2804,76855,6.79
2805,76856,10.05
2806,76857,12.17
2807,76858,10.98
2808,76859,8.33
2809,76860,8.96
2810,76861,11.14
2811,76862,12.09
2812,76863,12.34
2813,76864,5.72
2814,76865,7.68
2815,76866,10.9
2816,76867,11.28
2817,76868,10.45
2818,76869,11.92
2819,76870,11.0
2820,76871,7.0
2821,76872,12.01
2822,76873,10.96
2823,76874,11.69
2824,76875,8.54
2825,76876,10.9
2826,76877,12.95
2827,76878,10.69
2828,76879,10.36
2829,76880,6.79
2830,76881,7.47
2831,76882,4.28
2832,76883,10.8
2833,76884,4.85
2834,76885,13.34
2835,76886,7.47
2836,76887,11.75
2837,76888,12.43
2838,76889,11.76
2839,76890,7.79
2840,76891,10.39
2841,76892,12.83
2842,76893,10.9
2843,76894,7.58
2844,76895,8.52
2845,76896,9.37
2846,76897,9.81
2847,76898,10.93
2848,76899,10.69
2849,76900,13.4
2850,76901,6.84
2851,76902,7.99
2852,76903,7.58
2853,76904,5.23
2854,76905,10.9
2855,76906,9.54
2856,76907,9.27
2857,76908,10.31
2858,76909,11.81
2859,76910,5.56
2860,76911,9.55
2861,76912,10.31
2862,76913,6.4
2863,76914,5.42
2864,76915,10.67
2865,76916,4.8
2866,76917,10.69
2867,76918,4.14
2868,76919,9.47
2869,76920,11.92
2870,76921,10.31
2871,76922,5.01
2872,76923,13.46
2873,76924,7.58
2874,76925,14.03
2875,76926,9.54
2876,76927,7.58
2877,76928,10.85
2878,76929,11.98
2879,76930,8.4
2880,76931,8.4
2881,76932,13.81
2882,76933,12.67
2883,76934,9.65
2884,76935,9.02
2885,76936,8.62
2886,76937,6.84
2887,76938,9.92
2888,76939,11.01
2889,76940,13.4
2890,76941,13.89
2891,76942,10.45
2892,76943,6.84
2893,76944,7.79
2894,76945,12.42
2895,76946,10.13
2896,76947,16.19
